GR_2,PHS_1,SH_1,FLA_1,FLA_2,FLF_2,GLA3_1,GLA4_1,GLA6_1,GLA7_1,GLA9_1,GLA10_1,GLA1_2,GLA2_2,GLA3_2,GLA5_2,GLA6_2,GLA7_2,GLA8_2,GLA9_2,GLA10_2,FLS_2,GS39_1,GS55_1,GS65_1,GS39_2,GS55_2,GS65_2,JGH_1,JGH_2,JGH_N,GY_1,GY_2,LOD_1,HET_1,HET_2,HFLB_1,HFLB_2,FLED_1,FLED_2,EL_1,EL_2,ETA_1,FLL_1,FLL_2,FLW_1,FLW_2,BIS_1,TS_1,EW_1,GA_1,GA_2,GL_1,GL_2,GW_1,GW_2,TGW_1,TGW_2,SW_1,GPC_1,GPC_2,LGLAU_1,GLAU_1,GLAU_2,AWN_1,PIG_1,PIG_2,SPIG_2,YR_1,YR_2,YR_N
0.991655949,5.0,0,2.857507495,2.042,0.5174598265402323,0.917318624,2.626587231,8.206569502,29.42255654,34.1362817,31.98505561,1.336,14.29,10.47,24.59,25.14,23.23,36.17,37.13,44.75,4.535,215.3558223,223.1051827,227.5762405,215.9,228.0,232.7,3.668919795,3.86,5.0,7.336801428,7.465,1.509444563,57.16101249,56.97,40.87106468,39.24,8.396693615,11.5,7.704274732,8.182,6.0,127.9978482,183.5,17.11346039,17.03,0.518802934,19.8597748,2.873996727,16.41162695,14.72,6.101313285,5.74,3.542974559,3.345,37.18850927,39.75,100.1344875,11.75777591,8.559909518,5.048405398,3.786908479,3.48,0,0.030976597,0.0,0.0,2.7777777777777675,2.908,0.0
1.178725888,3.0,0,4.196349655,4.736,0.5175917307119078,1.27010438,3.346421622,12.40100613,28.30373739,40.26805202,44.78480323,1.623,12.28,9.84,23.14,22.07,25.21,40.58,45.42,55.61,5.37,214.3920278,222.682819,227.6037762,215.0,228.0,235.5,4.288262094,4.625,6.0,6.454736473,6.061,2.657414966,76.90069956,83.9,51.77136892,56.1,17.35637565,25.0,8.40376952,8.536,4.0,140.1732455,185.4,16.03375174,15.86,0.421239401,20.2306429,2.983670065,17.59651188,15.5,6.273991668,5.939,3.712763709,3.363,43.39892995,40.97,99.06397201,12.72968779,9.570337983,3.86773889,4.08431495,3.015,0,0.076807715,0.0,0.0,3.6666666666666665,3.439,0.4771212547196624
1.300334094,4.0,1,4.085479331,4.409,0.677789391068861,3.126348334,6.091090586,9.984085613,31.27570308,33.85916091,34.29256504,1.469,19.32,14.83,28.76,23.3,26.91,38.55,46.36,60.55,2.086,210.4491187,219.0554832,222.9535662,210.0,222.4,227.9,2.500886372,3.053,5.0,5.941599869,6.763,1.131171052,67.64889473,69.4,42.99759713,46.6,15.42953996,18.6,9.29414737,9.226,6.0,122.7373869,213.3,15.85552283,16.52,0.775634367,20.49880263,2.625761618,16.85393785,15.67,6.27253871,6.101,3.568047062,3.402,42.12427166,40.19,99.92804762,13.3258749,9.323738657,4.555209202,3.888522418,3.059,0,2.789204421,0.0,0.0,1.806e-13,0.265,0.3010299956639812
1.216414395,2.0,0,4.016264241,4.334,0.6556185835412222,0.912637892,2.84807131,6.406027476,25.90716552,35.17017222,38.6425525,0.917,10.44,7.49,16.51,18.0,24.27,35.91,34.73,51.27,2.89,211.0505098,222.5459893,226.1468121,216.6,228.8,234.1,3.784359091,5.32,7.0,6.233137184,6.443,4.291397015,69.10107284,75.55,47.43837395,47.94,13.53736402,22.22,8.084704124,9.554,4.0,146.4524561,195.1,16.33113005,16.5,0.252898334,21.54577349,3.609284889,17.82147862,15.88,6.566317258,6.084,3.585172155,3.41,43.4138202,42.66,95.65869558,12.69107822,9.33077964,4.146291715,3.55833371,4.857,0,0.585151519,0.0,0.0,1.9252222222222226e-13,5.389,0.6020599913279624
,3.0,0,4.49831889,3.541,0.6244883625134489,1.49615957,3.233149799,7.493132578,32.08070214,45.57725616,41.34724688,1.879,17.87,13.12,24.74,23.87,27.26,42.2,46.5,58.32,4.486,214.878406,222.3520666,227.4393692,214.0,228.0,232.5,4.673770118,3.917,6.0,6.643440817,6.971,-0.098132956,56.37883242,56.76,40.42163791,39.4,8.954072077,11.8,7.419458809,8.311,5.0,132.7173152,178.3,16.53473944,18.04,0.786786007,19.99713015,2.854769429,17.93672011,16.68,6.36749601,6.07,3.737454451,3.513,42.90483959,44.22,95.35693968,12.15313796,8.847720218,4.227227572,2.854140426,3.789,0,1.230015011,0.0,0.0,2.111111111111111,2.52,0.0
0.69543406,3.0,0,5.138182713,4.165,0.5175917307119078,1.545386404,2.552169355,9.07106554,30.5251129,43.5097051,40.49822986,1.856,15.68,11.99,24.18,20.31,24.21,38.59,42.71,52.74,4.07,215.232673,223.070247,229.058016,213.9,227.9,237.2,4.6054725,4.71,5.0,7.06109801,7.425,-0.272114534,54.31644285,60.85,43.26155284,46.8,1.932034308,6.8,8.647939112,9.557,5.0,116.5215665,161.5,17.53745481,18.94,0.638328387,22.90889543,3.820332773,18.47316703,16.41,6.685391388,6.291,3.666228776,3.355,43.76197587,43.42,93.87165597,12.76203425,8.922144806,6.830047186,5.245843968,6.366,0,1.061651901,0.0,0.0,13.666666666666666,7.753,0.3010299956639812
0.725336385,7.0,1,3.207839888,5.515,0.6359861118008331,1.64917322,3.948221057,9.188224205,30.27347234,37.41908306,38.75163996,1.908,17.89,14.38,22.38,20.75,24.12,40.63,44.77,54.24,4.025,209.2775973,221.6024253,229.0544038,211.4,223.9,232.6,3.148663022,3.096,4.0,7.811005716,6.889,1.597349872,63.12358897,62.37,47.13384751,44.82,6.836094614,11.67,9.27355593,9.292,5.0,94.92108568,163.4,14.51620544,17.15,0.272670127,21.3008143,3.622021162,19.16346342,17.53,6.809790178,6.525,3.810675164,3.562,47.66495632,48.68,97.31411023,11.86773684,8.203708319,5.727555003,3.610461984,4.04,0,3.62610663,0.0,0.0,2.3333333333334365,1.615,0.0
0.964194521,0.0,0,3.834355529,1.89,0.5643109099606027,0.899417011,2.839953579,5.599706382,19.07542101,21.81526289,21.93798794,1.921,14.52,11.21,16.98,18.13,21.76,34.71,35.39,42.44,5.206,209.0270622,222.8544522,226.0953853,216.0,229.4,233.9,1.193333473,3.732,4.0,5.430074311,5.811,0.015101801,46.90208867,49.2,36.33921627,37.42,2.568223496,5.77,7.958857441,8.341,5.0,134.4056376,168.5,19.27287859,19.26,-0.036174863,20.68969963,3.184169447,17.21186832,15.12,6.116921773,5.823,3.727271984,3.424,43.20891977,40.32,100.540358,15.78449356,10.84476153,6.604069602,7.312279388,7.208,0,0.688525704,0.0,0.0,1.875e-13,1.818,0.0
1.129014219,0.0,0,4.45668492,5.468,0.614580866997486,0.889465189,2.33393398,8.154385651,27.96712265,28.52695421,31.05026211,0.802,12.02,8.76,13.86,19.01,21.52,39.46,46.14,58.99,2.553,204.679935,217.7719023,227.5081671,207.3,220.0,226.5,1.973091859,3.685,4.0,6.745460509,7.705,2.602795763,61.68135461,67.22,40.61984948,45.87,12.94005284,16.5,8.041437413,8.989,5.0,119.4994214,177.0,13.63477776,15.34,1.880741601,18.23635705,2.838983131,18.4150024,16.41,6.739604839,6.475,3.64026616,3.315,43.04985668,42.16,93.85268317,12.71710866,8.341568351,4.738853542,3.833462968,3.205,0,2.400245092,0.0,0.0,1.9142222222222222e-13,2.925,0.0
1.130921274,2.0,0,3.259125773,3.55,0.6482624057480445,0.892247407,3.399362309,8.248158379,31.51497382,36.54470009,31.64433465,1.816,15.82,12.06,17.78,20.98,23.99,37.3,43.26,52.91,5.379,216.6029405,223.2211,228.8260944,219.0,227.9,233.7,3.103940314,4.333,4.0,7.814168618,7.204,-0.318137118,67.32597015,73.83,46.87261039,50.93,10.9783274,16.6,9.554168872,10.659,5.0,129.2708289,189.1,20.1249044,18.48,0.690281983,20.35615494,2.991225941,18.9838651,16.99,6.654423883,6.362,3.783273457,3.494,46.38009609,44.96,96.99282859,11.87641391,8.362855127,4.90516473,3.961151569,2.75,0,0.945134174,0.0,0.0,17.555555555555557,5.557,0.6989700043360189
0.938799418,0.0,0,5.433699763,6.3,0.6229389692114901,1.336897284,3.950297822,11.53810093,38.53178392,44.46638022,49.7451979,2.194,17.04,12.7,23.14,25.53,30.69,47.72,53.65,59.17,4.741,207.1769241,222.9668125,226.0246993,215.2,228.0,234.1,4.69303887,5.089,4.0,6.580425035,6.056,5.509263553,71.44702504,78.79,46.92365878,50.56,15.95246492,24.2,8.533906408,8.981,6.0,141.9254101,209.6,17.05209663,15.84,1.614872518,20.90076132,2.583582691,18.64848384,15.95,6.506616678,6.046,3.817800217,3.402,47.91677645,44.44,95.62606933,13.51330306,9.821278244,4.464590945,2.330193646,3.656,0,1.485924347,0.0,0.0,5.888888888888879,2.856,0.3010299956639812
0.997667564,2.0,0,3.6415773,4.71,0.5906189482065779,1.292691579,3.147576935,8.128162216,33.26607523,41.17935332,40.04595883,1.96,16.77,13.73,20.57,24.88,28.6,41.96,43.79,52.0,4.442,206.1428754,220.8948556,226.0711002,214.1,225.1,231.2,3.642576805,4.459,5.0,6.657273171,6.14,2.465379369,73.46543162,74.45,51.23173628,52.69,12.7143532,16.8,9.244730413,9.553,5.0,131.9903909,191.4,16.38504122,15.73,0.683409182,21.70645411,3.421354784,18.37394436,17.09,6.474031784,6.275,3.757481778,3.55,45.74531353,45.05,92.27574984,13.06475195,9.502182341,3.727891839,3.9835041,2.688,0,1.968528877,0.0,0.0,4.444444444444435,3.252,0.0
1.184486808,1.0,0,2.934229499,5.165,0.4899584794248346,1.371576306,3.373917991,7.472260322,27.02679949,35.90345559,47.1656631,2.833,11.31,8.4,15.94,19.86,22.68,37.99,40.18,46.12,6.821,215.8361155,223.8170052,228.9766068,216.9,229.4,234.1,4.40834389,4.958,7.0,6.754666984,6.583,0.039783404,78.01058572,81.57,56.502643,57.96,12.43325219,19.52,9.370434912,8.772,5.0,141.1313414,163.3,16.77931775,16.42,1.155230093,19.15747575,2.655375448,19.01568385,16.29,6.663403739,6.162,3.780396961,3.413,46.33015676,44.04,91.86993754,12.88676051,9.367364685,0.65120775,1.038321081,1.509,0,0.13392735,0.0,0.0,3.333333333333321,2.344,0.0
0.804581115,0.0,0,7.176559283,6.021,0.5462958351214424,0.599638316,3.075070559,10.30935601,31.61433134,36.64970615,41.25951748,1.253,9.57,6.26,12.06,18.87,24.48,40.19,47.01,51.53,3.602,200.230575,215.2286772,226.0448881,207.0,221.1,228.1,2.576452442,5.033,5.0,5.85585635,6.695,-0.021275505,47.09524772,56.37,30.02414577,38.48,8.645484415,11.43,8.11474744,9.156,7.0,131.6883997,170.8,15.28347174,15.87,0.786015566,16.9986865,2.281204627,17.06814166,16.37,6.186252368,6.219,3.66922244,3.475,43.34896688,44.24,93.93298076,13.24961479,8.746590454,3.744541681,2.864982068,3.921,0,1.789168856,0.0,0.0,2.888888888888984,5.629,0.0
1.111093415,3.0,1,3.485183323,3.969,0.6567687792660166,2.098358667,4.006341149,11.50881027,36.83121685,50.28762312,54.86246712,2.478,12.72,9.38,19.16,24.42,26.57,42.77,48.0,59.57,3.013,215.3112441,222.6875959,229.0714304,214.0,227.9,234.1,4.248800746,4.745,6.0,6.850190824,6.076,1.395746232,66.09514277,71.3,47.62832183,51.21,8.930550408,14.0,9.400978174,9.809,4.0,134.5032601,201.7,15.21388731,15.36,0.707656081,22.64513205,3.167738365,16.53361648,14.61,6.307939501,5.962,3.514465488,3.264,38.03077018,36.56,91.48926284,12.46088027,9.295677356,4.907877747,3.908773471,6.17,0,5.094217185,0.0,0.0,1.8115555555555561e-13,3.855,0.0
1.112968913,0.0,0,5.714024831,3.8,0.4987239707479046,1.073835652,3.029400168,10.38038075,31.89088349,48.83449736,45.32811234,2.224,17.53,11.22,24.65,23.72,31.18,46.32,48.47,54.49,3.03,213.1041305,222.3780294,227.536304,216.1,227.9,234.7,6.286021618,4.583,5.0,7.121223613,5.356,0.132207081,66.16059555,66.44,43.47228812,44.21,13.46185685,16.08,9.21151581,9.626,4.0,128.3013792,149.9,14.45213661,15.12,0.98870281,19.43546318,2.384575788,17.43403346,15.87,6.289318686,6.013,3.683825461,3.437,42.67920701,41.4,98.05453996,13.05001767,9.147351073,4.894754195,3.521107411,6.982,0,0.703612894,0.0,0.0,4.0,4.094,0.0
1.16871121,0.0,1,4.28556449,4.504,0.6056282220076187,0.814706921,3.121601654,7.685503555,32.74218517,43.01511796,44.98509525,1.699,14.22,9.38,19.51,21.56,25.02,38.65,44.28,56.73,2.816,209.155005,219.534663,225.87018,212.9,228.0,231.1,4.901082186,3.415,5.0,6.401773137,6.569,0.864856451,55.91116051,61.86,40.17254639,43.92,7.268262061,11.37,8.330125258,9.022,5.0,104.3762692,172.2,14.21224486,15.53,1.31768972,20.71405043,2.473593939,15.78449189,14.2,5.924452303,5.712,3.555195906,3.318,38.24541378,37.78,93.54729968,13.62642376,10.04523008,4.906812654,4.540058759,6.211,0,0.802681241,1.0,0.0,1.7777777777778716,3.18,0.0
1.299070166,2.0,0,4.487599794,6.871,0.6594407818703177,1.294540955,2.679462293,5.169414202,34.09413456,44.14266768,44.93022936,2.61,12.0,12.28,24.46,23.01,24.97,49.72,56.59,67.02,5.156,214.6857494,221.7308715,229.1200741,215.1,227.9,234.0,4.570072097,6.605,6.0,6.801613995,5.45,1.633132005,74.98750428,82.63,49.63689579,54.68,15.41420763,23.1,9.141668391,10.079,3.0,135.6026902,207.9,17.22444995,16.82,1.154930897,20.93622149,2.956095953,19.46480296,16.55,6.612465375,6.236,3.921698078,3.483,48.06911752,43.93,100.1664047,13.58630787,10.62468402,3.955638853,2.501128809,3.21,0,-0.054760643,0.0,0.0,6.222222222222222,4.0,0.0
0.765358711,0.0,1,3.882110625,4.53,0.4937368022768398,1.086531967,3.456947147,11.72543587,27.06020738,31.00038106,39.39231687,2.406,13.47,10.33,22.02,22.29,23.01,40.62,44.42,57.52,2.571,211.8238897,222.1470888,227.5514335,213.0,225.5,232.4,3.907193743,4.072,6.0,6.565815181,6.703,-0.034106995,59.72048535,62.85,42.76326981,45.92,8.27853643,11.9,8.668899561,7.938,5.0,98.94644774,153.3,14.53454292,13.88,0.5884013,19.09167815,2.601231619,16.69991597,14.42,6.203514683,5.778,3.610096401,3.313,41.58074395,40.09,95.8898594,13.011016,9.541531067,4.529929682,4.331284261,4.05,0,1.11442233,0.0,0.0,1.8816666666666666e-13,2.736,0.0
0.974735382,3.0,0,6.694188487,8.079,0.8803561994192363,1.087681029,4.099008004,11.33354498,33.8476952,41.02872441,43.20897864,2.204,16.09,12.21,26.34,26.35,28.96,42.78,47.04,62.01,3.84,209.1376181,220.5379937,225.9153509,209.8,224.5,229.4,3.755418678,3.809,5.0,6.738247581,6.172,2.763943021,69.82905985,78.08,43.54992975,53.24,17.77558903,19.4,8.586374236,9.223,6.0,124.1777273,220.9,14.46840172,14.09,1.01099226,18.41147899,2.555605193,18.05537849,15.42,6.349915396,6.006,3.799967242,3.43,46.76258088,41.59,105.2382828,14.2470977,11.2984018,5.048458058,4.860505505,3.909,0,9.17907909,8.0,9.0,1.8551111111111114e-13,-0.153,0.0
0.737520727,0.0,1,4.39824195,4.06,0.4041492492096951,1.324925522,2.781275887,9.560652057,28.80013274,35.02992226,36.54761757,2.301,18.72,12.77,24.49,19.69,26.18,40.65,46.37,54.96,3.509,212.8562506,221.4617289,227.5139276,214.4,228.1,234.2,4.320697514,4.343,5.0,7.889652703,6.222,-0.056752445,60.80276151,65.92,42.42848242,46.96,10.71458134,13.6,7.662246756,8.615,3.0,107.0692894,172.4,15.53958796,15.86,0.374794059,20.56156387,2.990618884,16.27507719,14.73,6.302027329,6.115,3.472438737,3.276,37.66393908,38.54,98.48503205,12.80518267,9.375946289,5.07646065,3.783525869,4.226,0,0.267429626,0.0,0.0,9.333333333333332,6.73,0.4771212547196624
1.231576065,1.0,0,5.516203621,7.09,0.8092229216894219,1.106397573,4.108330126,9.832904724,26.97397873,38.07666292,36.14894149,2.117,16.34,11.72,24.79,23.21,25.42,39.82,45.95,60.12,2.147,201.9932401,215.8169477,224.4429251,206.0,219.5,228.0,1.58626955,3.036,4.0,5.972596481,6.781,0.973601707,58.84767147,73.2,38.73749449,47.72,10.95304512,20.7,9.05760473,9.309,5.0,140.5152832,191.2,15.86912333,15.64,2.932949985,18.3272787,2.1062715,18.88222472,17.57,6.718281875,6.567,3.759942662,3.487,49.93732692,46.9,105.5013831,14.5914818,10.14727497,4.691031282,3.179980536,4.624,0,0.956018479,0.0,0.0,0.5555555555557504,0.552,0.0
,0.0,0,4.284252851,4.908,0.5529114502165088,0.818230332,1.964439337,6.010258993,20.04395066,25.27828372,26.56559625,1.672,13.23,7.93,20.16,16.27,23.54,40.15,40.51,50.74,4.554,214.4503457,223.1802367,229.028569,215.1,228.0,233.9,3.521166388,4.003,4.0,6.803575212,6.161,-0.322463361,58.87989925,61.81,44.34947747,46.2,6.407757929,10.05,8.100957527,8.105,4.0,138.3280939,211.3,17.22185463,17.72,0.269660865,21.22030975,3.208623209,18.34985673,15.69,6.824686989,6.25,3.580495628,3.226,41.29816825,40.15,105.4490039,14.59390442,9.683812606,4.193596557,2.660060834,4.897,1,2.882811459,0.0,0.0,0.6666666666667459,0.251,0.3010299956639812
1.001314365,5.0,0,4.210012729,4.606,0.6089536992758628,1.142537094,2.873283202,7.575668047,28.22123056,33.34485118,33.75528615,2.317,10.18,6.11,16.69,16.67,19.66,32.82,33.24,43.4,2.013,210.1112328,219.9683019,226.0237797,211.7,227.0,231.0,2.584132333,4.051,4.0,5.5142334,5.974,4.349226275,64.70350301,72.0,43.65829653,50.78,12.86472719,16.52,8.500430728,8.763,6.0,100.7941219,179.5,15.97165669,16.23,2.238009864,20.48870651,2.539444833,17.13462321,15.51,6.423071966,6.118,3.55945022,3.365,41.09918048,41.41,112.7013843,15.51681832,11.42461896,6.595861797,5.55018895,5.534,0,-0.030303593,0.5,0.0,0.5555555555557536,2.526,0.3010299956639812
0.841241707,2.0,0,5.066648713,6.697,0.4687902620996109,0.811201745,3.453535713,10.50029391,28.0441643,26.68794825,25.02905688,2.01,14.67,11.89,22.4,21.44,23.26,34.86,36.23,48.14,2.28,205.3184354,217.8396231,226.0399376,210.2,223.9,231.2,1.890346467,3.951,3.0,5.553056757,5.634,3.033338854,65.01909784,71.5,40.96549456,47.2,15.05265106,19.8,8.683754866,8.9,6.0,124.1149468,181.4,16.27505553,15.55,2.457264219,20.20196736,2.223323722,17.01696914,14.94,6.091401335,5.823,3.708332974,3.404,44.12458024,40.07,102.1707004,15.05034394,10.59299002,7.075557667,6.283757025,7.139,0,3.021051695,0.0,0.0,1.7944444444444446e-13,1.672,0.0
1.16024797,2.0,0,4.290836482,3.665,0.6092741724045876,1.216029484,2.1987236,4.78570716,27.84867896,37.3170385,38.83228106,1.781,18.04,13.99,22.27,23.02,25.84,43.25,44.02,52.98,4.764,209.654815,219.4792668,225.4203097,213.0,224.5,230.8,3.263826351,4.975,3.0,6.401412618,6.548,0.400401643,62.01556324,69.15,39.45912233,47.53,14.54678488,16.9,7.791384223,8.667,5.0,117.486506,180.5,17.54779576,17.22,1.57787555,21.43586144,2.996977166,18.47975409,15.42,6.5258561,5.965,3.75082443,3.282,47.36738691,41.66,93.92610114,13.38447892,9.183899743,5.462629524,7.156245398,8.311,0,-0.040192701,0.0,0.0,1.840888888888889e-13,4.978,0.0
1.115247269,0.0,0,4.570415309,3.394,0.4766867429456447,1.474846097,3.829376562,14.55349959,40.16750057,47.19526099,44.56207801,1.883,17.19,12.57,23.11,22.97,28.78,44.67,49.39,56.97,3.919,205.3431282,219.2939909,225.204647,213.2,225.4,230.9,4.14083464,5.098,5.0,7.124859409,6.311,0.573565623,71.64296469,76.79,48.25443753,52.72,14.73660023,17.66,9.158447976,10.374,6.0,118.1110915,163.6,16.34939974,14.7,1.166467422,22.00127441,2.88210152,17.38345784,15.72,6.444156785,6.117,3.614249779,3.344,44.62499259,41.87,100.4753274,12.87605663,9.009037413,5.921340646,5.141994805,6.084,0,0.243541183,0.0,0.0,3.222222222222212,5.157,0.0
0.935341635,2.0,0,3.166460829,5.567,0.5481436374348455,1.019287771,3.285039708,9.597464865,30.08315011,40.56669587,40.31179824,2.353,10.79,8.47,21.41,21.22,27.45,41.08,40.12,48.81,5.895,215.3801779,223.6841068,228.8990671,216.7,227.3,234.1,4.608691162,4.483,5.0,5.994195678,6.111,3.917677261,71.60220692,77.21,46.6772636,47.3,15.80084287,26.02,9.141254736,9.416,5.0,157.1204762,212.9,15.60321076,14.84,1.093749955,18.51987155,2.757010872,16.61666596,14.58,5.985654263,5.695,3.672621907,3.384,43.35118922,41.21,96.87348894,13.09153206,9.577489845,4.042056361,2.272737395,3.499,0,2.661590369,0.0,0.0,4.222222222222211,2.487,0.4771212547196624
0.638068845,2.0,0,5.126020208,3.778,0.7564839644426093,0.953557461,2.997456292,6.334013498,24.24284587,27.05861231,32.49526251,,5.75,5.58,17.82,12.93,15.6,36.01,33.62,,3.521,211.0581527,220.1772611,226.0504161,212.0,222.5,229.8,2.48732799,3.627,2.0,5.944836565,6.276,2.627432467,52.20779125,53.33,36.63584229,36.01,7.450928553,11.8,8.284792031,9.73,5.0,133.266392,150.4,15.27122289,16.45,0.320754042,19.29039752,2.747108888,15.90868925,14.68,6.168594614,5.995,3.420388458,3.21,37.20157174,37.68,93.22939933,13.24837714,10.20969236,5.134328602,3.802679089,6.509,0,0.313065612,0.0,0.0,10.666666666666666,3.524,0.6020599913279624
,2.0,0,5.013040307,4.414,0.5300715688373783,1.531256729,3.213863969,5.434924896,27.89247413,31.80590705,34.25651255,1.95,17.71,11.52,20.01,18.64,22.81,37.11,41.64,48.9,3.199,212.6062041,223.1542568,226.5588538,214.2,228.0,232.5,2.924800177,2.914,3.0,6.870288255,7.792,2.524773097,60.6759874,61.69,44.59652416,46.53,7.212578803,9.7,8.314720178,8.427,5.0,129.6660757,194.7,16.37436451,17.61,0.451820077,19.11187504,3.559231064,18.26124661,16.15,6.468388132,6.127,3.734296245,3.464,46.08008208,44.56,94.83750033,12.62319149,8.636506372,5.567753364,3.981085165,3.072,0,0.103308995,0.0,0.0,4.333333333333322,3.293,0.0
1.17463206,3.0,0,5.362293358,4.336,0.6640775901850746,1.083799538,3.159015543,8.483262501,29.29613466,36.86742513,41.60644052,1.387,12.69,9.46,23.07,24.97,26.69,44.18,49.64,55.19,5.563,214.0322748,224.8779266,230.4987922,217.9,229.4,234.1,3.693304123,6.887,5.0,7.354382786,6.872,0.868682999,62.86250391,64.71,47.46131708,45.02,8.556683876,14.87,6.890645686,8.158,4.0,144.7423489,167.0,17.40027876,16.41,0.628488999,19.64985232,2.998187876,17.14814161,15.31,6.123641865,5.758,3.687427992,3.441,42.71758826,42.66,99.62750755,12.86167112,8.552270463,5.597550843,4.384616705,5.36,0,-0.452964006,0.0,0.0,9.11111111111111,4.888,0.4771212547196624
,2.0,0,5.168201969,4.832,0.6442415858437287,0.624147139,1.979642269,6.597699664,28.0660266,38.18080159,44.23981652,1.774,14.83,12.11,19.22,23.64,26.04,40.25,42.82,50.9,3.579,213.8523669,222.8809777,228.9031029,214.1,228.0,234.3,4.93535778,4.663,6.0,6.914521026,6.955,2.976863107,70.56118274,74.1,48.50539994,51.76,13.31668688,18.4,9.245938974,8.498,5.0,107.3879516,167.1,14.90271221,16.14,0.538001251,17.86517971,3.038400085,20.17525657,16.88,6.90939672,6.334,3.859444566,3.443,50.79071091,47.21,99.61079151,13.4453955,9.524933201,5.842555057,4.799142261,3.854,0,0.916851636,0.0,0.0,17.77777777777778,6.169,0.0
0.701376534,2.0,0,7.78542575,5.652,0.745309059940828,1.008645012,3.902871235,10.4679459,32.73369277,35.54444456,36.63447098,2.256,20.19,15.87,28.47,24.73,28.04,46.43,50.68,62.71,2.631,202.7515067,216.6996401,224.9640213,204.7,218.0,228.2,2.335973325,4.9,5.0,6.026835448,6.169,2.115701428,58.22415713,66.88,37.91449921,44.42,12.27599782,17.7,7.74188806,8.69,6.0,145.3833111,191.8,13.40988181,13.4,0.981506482,18.93587025,2.515040488,18.03395934,16.51,6.556146204,6.309,3.64908562,3.418,45.17436673,45.85,100.2489522,14.47556372,10.09261,5.216282072,3.03024279,3.976,0,7.611081912,6.0,2.0,1.8921111111111111e-13,3.411,0.4771212547196624
,0.0,1,7.063679742,7.027,0.6543690909752858,1.876377011,3.55744443,6.930713715,31.08450229,46.04522932,40.71725581,1.537,17.77,13.52,32.0,33.4,32.08,46.42,50.74,59.25,3.636,214.202346,223.2074861,229.5628116,215.1,227.9,233.9,3.979027722,6.73,3.0,7.605778772,6.779,0.037225679,64.32698532,61.52,44.52663702,41.02,10.990622,14.75,8.906225744,8.937,6.0,119.9155799,212.6,13.55429907,14.24,0.58346064,21.83393107,2.91169758,18.07085729,15.87,6.570598026,6.163,3.624278897,3.351,42.27598124,41.61,99.07598655,13.01240713,8.911596878,6.122333128,4.376756264,5.806,0,1.348723677,0.0,0.0,1.886888888888889e-13,3.45,0.3010299956639812
1.296955186,1.0,0,3.607324101,4.016,0.5678494505731068,0.61567678,2.126527375,9.674747833,29.3521908,38.8276465,32.45286033,2.733,15.76,11.42,24.28,29.08,32.89,47.74,49.5,57.17,4.329,212.9190549,221.9297742,229.0834606,214.9,226.3,230.9,4.428315814,5.147,5.0,7.593344211,7.471,0.519307846,58.76797115,65.97,39.58329378,41.34,10.10254966,19.56,9.169701147,9.118,5.0,122.3437424,206.4,14.86638748,15.03,1.432279502,19.8888362,3.155716176,18.77203252,16.81,6.496464676,6.264,3.86492617,3.543,48.88651255,49.15,101.0846646,12.67227875,9.615952689,6.036949843,4.45764181,6.062,1,2.106990902,0.0,0.0,17.444444444444443,5.242,0.0
1.109241503,5.0,0,3.535056165,4.939,0.6135247028536525,1.164933854,3.77427746,13.06357336,27.57185942,37.13136889,40.57775503,2.006,13.94,9.17,24.39,26.8,30.31,44.16,42.97,59.32,4.641,213.762244,221.9805555,225.9736536,214.0,227.9,232.4,4.028347276,4.979,5.0,7.283937547,6.693,2.31073906,61.04141182,60.81,40.9009227,41.32,12.27458875,16.2,7.923333182,7.502,5.0,124.8847769,224.6,13.31618783,13.82,0.400170014,19.133862,2.72012838,17.50931783,15.66,6.389577306,6.087,3.662606113,3.384,43.87731214,43.14,96.17621351,12.60221746,9.395863893,4.404660964,3.552018268,5.016,0,0.807305171,0.0,0.0,1.8883333333333333e-13,1.076,0.0
0.842292447,4.0,1,3.724954608,5.16,0.6091673743020197,1.706549238,3.473338104,7.360639751,21.62067518,29.94337242,35.40579602,1.998,13.43,9.29,24.8,19.09,22.09,36.93,38.87,47.3,5.475,215.7029468,223.5545818,229.026147,215.9,228.0,233.9,3.833927886,4.127,4.0,6.671488713,6.088,0.571690333,65.02207216,62.23,47.89479316,46.29,9.100989417,10.5,7.393177053,8.901,4.0,114.2668849,151.6,15.76294416,15.62,0.175474372,22.13137275,3.427671658,17.1939714,15.49,6.532582613,6.117,3.50800149,3.397,38.88424346,41.32,97.57263009,13.91962478,9.871582885,7.418742245,6.380411309,5.527,0,0.050431554,0.0,0.0,2.1111111111112075,3.612,0.0
1.166323434,0.0,1,6.034953,6.413,0.7456212213069384,1.836801085,4.486401411,11.74831644,35.34390416,45.17531354,47.43027504,2.072,19.11,12.85,27.75,25.81,30.76,48.48,46.49,56.73,6.461,215.8451176,226.030018,232.1164589,218.9,228.5,237.1,5.919900372,8.071,4.0,7.217122512,7.34,0.758495828,73.68606325,72.87,49.47927034,48.3,12.81827311,20.0,10.91909444,9.613,5.0,157.3328162,219.6,17.75003376,17.22,2.075235098,18.95366643,3.305753862,18.83046187,16.2,6.691372637,6.124,3.707468693,3.331,47.40652746,44.69,97.29434428,13.3767284,10.00675672,3.501315401,3.223693333,4.316,1,0.906022709,0.0,0.0,4.888888888888889,4.338,0.4771212547196624
