GR_2,PHS_1,SH_1,FLA_1,FLA_2,FLF_2,GLA3_1,GLA4_1,GLA6_1,GLA7_1,GLA9_1,GLA10_1,GLA1_2,GLA2_2,GLA3_2,GLA5_2,GLA6_2,GLA7_2,GLA8_2,GLA9_2,GLA10_2,FLS_2,GS39_1,GS55_1,GS65_1,GS39_2,GS55_2,GS65_2,JGH_1,JGH_2,JGH_N,GY_1,GY_2,LOD_1,HET_1,HET_2,HFLB_1,HFLB_2,FLED_1,FLED_2,EL_1,EL_2,ETA_1,FLL_1,FLL_2,FLW_1,FLW_2,BIS_1,TS_1,EW_1,GA_1,GA_2,GL_1,GL_2,GW_1,GW_2,TGW_1,TGW_2,SW_1,GPC_1,GPC_2,LGLAU_1,GLAU_1,GLAU_2,AWN_1,PIG_1,PIG_2,SPIG_2,YR_1,YR_2,YR_N
,0.0,0,3.07372097,2.714,0.4019172505175746,0.378470273,2.209437964,7.511949845,25.52545847,40.42959662,40.8642582,1.919,11.22,9.66,20.63,21.1,25.71,41.33,38.51,50.0,5.176,212.5876992,222.9498059,229.0588698,214.9,228.0,232.7,5.261331717,6.007,5.0,7.465579585,7.164,0.674628449,49.44417313,48.49,36.20644221,35.11,5.829619496,8.3,7.440578324,7.692,5.0,117.7346034,170.8,16.93112642,19.08,0.133420936,19.9980189,2.781722321,16.86635599,14.95,6.324587814,6.051,3.624453314,3.3,37.80257442,36.84,95.65245714,12.71134086,8.906937915,6.566643251,2.634553919,3.666,0,5.146092579,0.0,0.0,9.555555555555555,4.822,0.4771212547196624
0.817594989,2.0,1,5.441231697,5.423,0.6859207921945354,1.354304572,4.183242275,8.502449308,36.53000305,44.59563791,42.08761339,1.864,16.61,12.22,24.27,27.26,34.14,47.02,47.89,62.48,6.687,215.8793372,223.1861494,229.4510271,217.1,227.9,234.0,5.20006249,3.316,5.0,7.482157411,8.031,1.69816923,69.44161341,75.8,50.20247063,53.81,9.716574732,16.8,9.770105624,10.288,6.0,108.3620857,189.3,17.75323627,18.77,0.241060345,22.11208652,3.565753836,18.23843767,16.39,6.587654759,6.207,3.690532387,3.43,42.66140397,43.96,90.00107144,11.89926082,8.422457532,5.992552183,2.400296944,2.635,0,3.955333051,0.0,0.0,0.3333333333334234,4.171,0.0
0.994421068,1.0,1,4.654431198,2.607,0.52022143588196,1.137231152,3.205589207,4.222320093,27.4226043,38.03489315,40.31184253,1.337,13.28,10.55,24.66,22.78,26.16,42.15,46.24,55.06,4.604,215.3009184,225.1007663,230.2674883,219.4,228.0,234.1,4.551076744,6.364,7.0,7.214447185,7.919,1.020452697,64.12786684,64.81,45.61773098,46.51,9.881132709,12.5,9.055463824,9.064,3.0,122.5066049,158.6,17.8260311,16.75,0.285708366,16.8780886,2.955368195,19.21738874,16.66,6.832338003,6.477,3.723911295,3.359,43.72145323,41.36,93.63725686,12.33714541,7.925405737,4.621733995,2.330263755,6.173,0,4.08236949,0.0,0.0,2.777777777777877,3.635,0.0
,0.0,0,2.980306984,2.299,0.6592504687726608,1.739618213,4.315187756,12.35560739,33.56970491,37.57856603,39.51694994,1.666,17.2,12.86,28.63,28.09,32.58,44.07,44.81,55.29,3.253,205.2979341,218.1067642,223.0837941,210.1,221.0,228.0,3.129577633,4.818,7.0,7.084717655,7.532,0.573016338,51.31725845,55.87,36.18165322,43.61,7.487399469,7.0,7.579206412,7.442,6.0,121.723221,166.0,14.72096236,14.2,0.928953326,17.50541682,2.407768044,17.17978432,15.97,6.730700378,6.525,3.445055614,3.288,42.75803153,43.23,99.75338924,12.80887996,9.103055258,5.618188708,2.791258318,4.627,1,1.582760608,0.0,0.0,1.9148888888888892e-13,1.296,0.3010299956639812
0.916181641,0.0,0,2.805994115,2.402,0.5608626947274648,1.281175537,1.929250184,9.081513576,35.9216369,37.2631396,37.49783901,1.738,12.23,10.73,21.17,22.67,24.68,40.78,47.7,58.07,5.004,209.6853349,221.2740627,225.9089049,213.8,228.0,234.0,4.562099421,4.058,6.0,6.762080672,8.161,1.540267885,63.55264848,71.86,45.84743361,51.18,9.891821394,16.2,8.062779215,8.127,6.0,108.2391856,169.4,15.87705654,16.6,1.002686794,18.77356224,3.248949746,17.98950955,15.17,6.45163483,5.905,3.739204909,3.321,46.99722125,40.6,96.77288305,13.82182255,9.68372376,5.383033648,5.139649318,2.974,0,-0.0641005,0.0,0.0,1.909888888888889e-13,-0.148,0.3010299956639812
1.337438999,1.0,1,4.360814085,3.533,0.6438473102997142,1.18367455,3.925512119,10.40929571,35.61962525,44.34501641,44.81835056,2.012,17.98,14.7,25.03,21.99,27.71,41.93,45.37,56.5,4.395,210.8115975,222.1552468,226.0162666,215.3,227.0,231.0,4.059513301,3.618,6.0,8.16624553,6.685,0.719022247,71.8491431,82.56,52.771197,60.05,10.81799606,18.5,8.199165585,9.226,6.0,123.6347633,187.1,15.06492956,14.91,0.273293076,18.67445526,3.023522418,17.67335538,16.43,6.51880769,6.211,3.63176996,3.431,42.48743509,44.03,98.24605391,12.43933657,9.759832448,4.28740496,3.232963043,3.683,0,3.499942985,0.0,1.0,4.999999999999993,7.071,0.6989700043360189
,6.0,1,4.301010048,3.076,0.5333907080175514,0.883477443,2.231526894,6.396502589,31.15630266,40.90513482,37.05010476,1.692,14.86,11.12,23.19,21.84,23.4,42.56,49.34,59.77,3.494,210.3462391,221.2800413,225.9195253,213.9,225.5,230.9,3.221227342,3.865,6.0,6.873737757,6.105,2.529062439,73.83884328,77.99,54.7192689,58.1,11.52051311,15.0,7.784918692,8.5,6.0,125.6662405,178.4,16.04670375,16.5,0.423354182,18.95791522,3.169195329,17.48400107,15.52,6.37828953,5.972,3.66184063,3.342,42.93554017,42.29,96.6301812,12.49104889,9.632126876,4.155570393,4.345329725,3.956,0,-0.296293508,0.0,0.0,0.6666666666667623,2.911,0.3010299956639812
1.157458974,2.0,0,3.82657676,3.969,0.6501131644435715,0.981123715,2.23045643,7.062361641,26.88426253,36.0423411,40.54379396,1.664,10.9,7.47,15.48,19.15,22.52,39.42,49.55,56.5,4.324,210.4714726,222.8290539,228.9161865,213.1,228.0,231.3,3.963048976,5.472,5.0,6.140583199,6.318,-0.148794811,61.83897238,65.93,46.01413938,50.28,7.930665822,10.6,7.981501347,8.243,5.0,118.3793118,167.2,18.9444262,19.74,0.701900024,20.74324898,3.267956467,18.42977903,15.83,6.583973831,6.208,3.746420958,3.362,44.69502561,42.74,96.95764456,13.86466652,10.07591246,5.564146347,5.163151219,5.115,0,0.579282431,0.0,0.0,4.777777777777778,4.503,0.4771212547196624
,4.0,1,4.797388733,5.442,0.6229389692114901,1.482253455,3.596436117,11.30706999,34.0774706,39.74739256,45.08128333,1.574,17.61,12.54,28.13,25.08,28.91,44.85,53.31,58.99,2.526,205.4305734,217.5939776,225.9233614,207.4,221.0,230.4,2.692050851,4.399,4.0,6.085204409,5.048,1.234678917,60.08778416,63.63,39.16756523,42.1,13.4561067,16.6,7.418602529,8.643,8.0,139.3364793,190.6,15.30275884,15.28,0.637711889,18.90855497,2.471606587,17.53432931,14.96,6.601018258,6.119,3.550198205,3.175,43.45177129,38.8,98.720453,15.05045859,11.8468927,4.458407988,4.39862795,4.825,0,2.050352178,1.5,2.0,1.8877777777777774e-13,1.906,0.3010299956639812
1.097542019,1.0,1,5.483979252,5.469,0.7218106152125465,1.428404352,4.746369215,11.01336832,32.92287061,34.95698363,33.91580603,1.072,13.32,11.29,23.2,22.23,22.74,39.3,45.28,52.29,2.733,209.5798261,219.1236799,224.4274915,208.3,220.9,227.8,3.057286699,5.252,5.0,5.999585582,6.27,0.835382651,60.53006212,69.18,39.20945911,45.61,12.37781864,19.4,8.673463566,8.434,7.0,112.9155603,185.4,15.36412886,15.83,1.635859805,20.44505702,2.815007065,17.5931511,15.97,6.451355481,6.261,3.618955768,3.35,43.91764354,43.51,97.87909543,13.92112643,10.23657603,6.946121576,5.866819051,6.949,0,1.554637645,0.0,0.0,1.8805555555555562e-13,1.424,0.3010299956639812
1.234434612,5.0,0,3.795124937,4.861,0.7151673578484579,1.111129183,3.626363112,8.892712723,25.48669411,32.62407067,38.93751184,1.13,10.77,9.82,23.86,24.05,26.17,43.1,46.08,57.02,4.126,209.9705702,217.8476484,223.0342476,209.9,222.4,228.1,3.42224854,3.954,5.0,5.922870149,6.625,-0.241778115,47.95558822,50.46,32.655931,33.54,7.676143133,12.0,7.408634686,8.243,6.0,104.5057324,198.6,12.30480002,15.14,0.677347163,19.19989648,2.852031166,15.38135009,13.61,5.988404286,5.664,3.402913556,3.115,38.93967775,36.65,108.1762579,14.32239929,10.38942968,4.807991946,3.941822297,3.853,0,2.195771507,0.0,0.0,13.444444444444446,5.59,0.6020599913279624
,1.0,0,3.720493697,5.716,0.5601458398490475,0.726660385,2.428332375,7.532296357,31.70437667,42.85169265,41.27632622,1.885,14.0,10.66,23.47,21.01,24.15,39.49,45.33,53.97,4.584,214.6492086,223.1420732,225.9603057,214.9,228.1,232.4,4.036690523,4.391,7.0,6.347910379,6.669,0.247643299,62.52169284,71.28,44.86534252,48.92,11.18744135,17.31,6.424762693,8.531,3.0,113.5545769,189.8,16.66906871,17.85,0.652048971,20.61405393,2.877621197,17.91230966,15.35,6.412650092,6.0,3.747074268,3.358,45.08365034,41.34,89.92408747,12.35857985,9.496618724,4.566384077,3.66923518,5.175,0,0.08056497,0.0,0.0,11.333333333333332,4.674,0.3010299956639812
0.910114201,1.0,0,3.483963105,4.377,0.6613393400060399,1.336472484,2.797753631,7.324682979,30.11398808,40.18352128,43.39343505,1.717,10.31,7.78,17.17,18.88,23.65,39.31,40.43,44.53,4.005,211.4512284,222.1517777,225.9280095,214.7,228.0,234.0,4.25769159,6.243,6.0,6.671006333,6.077,0.218793666,57.32296824,61.2,40.18395468,43.24,8.572922236,12.48,8.628867099,9.0,3.0,116.5677308,165.6,15.19835735,16.17,0.607440462,22.62619472,3.245253388,17.27197918,15.06,6.375216569,5.943,3.60879133,3.3,42.47580517,41.55,96.37030445,12.81819373,10.3630083,5.310056798,4.75390878,4.871,0,1.403470699,0.0,0.0,26.22222222222222,7.851,0.7781512503836436
1.344500614,1.0,0,4.986252762,4.306,0.7611005389581423,0.592030272,1.864960353,8.711651727,30.02204019,44.76157261,52.46694002,2.028,5.78,6.97,15.88,16.95,22.33,46.98,50.63,62.75,7.439,217.1822323,227.3902083,230.6037298,221.7,230.8,237.6,5.641085353,8.427,7.0,6.924490103,7.357,1.293657577,84.91378388,85.23,58.26142487,58.12,15.47576261,22.7,11.45236889,9.912,7.0,151.8539566,170.6,17.12882512,17.32,1.571419304,23.73181801,3.095962051,17.55416972,15.27,6.533552391,6.111,3.609393348,3.354,44.16566284,40.91,89.93673839,12.15469977,8.732630168,3.847801854,3.611002518,4.979,0,-0.382843962,0.0,0.0,12.11111111111111,2.952,0.4771212547196624
,1.0,0,7.194031135,6.053,0.4992745818922173,0.430127238,2.672767107,3.539070101,18.78369573,29.43436274,31.91433787,0.802,9.6,5.05,11.83,13.41,15.09,31.82,37.67,43.1,6.124,213.9286765,227.7367098,233.1260135,219.3,233.0,241.9,4.483608333,5.029,6.0,5.059752128,5.67,0.682331782,71.64099219,68.47,49.41586861,47.99,14.00675228,17.3,8.376745666,7.476,4.0,121.0693635,130.5,16.73132489,15.34,0.048130899,20.67915559,2.662757782,17.25539293,14.18,6.655067184,6.177,3.39265624,2.992,39.22076035,34.3,99.55670536,15.05497785,9.671594877,4.042008754,3.450371956,4.044,0,-0.367462332,0.0,0.0,1.8805555555555562e-13,3.476,0.3010299956639812
1.030186173,2.0,0,5.395925277,4.099,0.4690852991231204,0.931576718,4.240138244,9.419405479,32.77001051,40.93872691,47.49660745,2.071,13.77,11.61,25.34,20.21,25.73,43.69,44.77,49.62,3.259,210.6327662,221.4155796,226.1603706,215.4,228.0,230.8,5.057046252,6.977,7.0,7.269290495,6.317,-0.257246318,63.64080205,66.53,44.56354069,45.75,10.71116895,15.33,8.058567912,9.056,4.0,115.9068128,164.6,16.89957607,17.18,0.440756346,20.4081129,3.330245638,19.3334758,16.54,6.763741924,6.354,3.834294807,3.412,50.67628794,43.25,97.61879027,12.80718886,9.661688342,6.6163627,7.260239395,5.431,0,1.570868505,0.0,0.0,8.555555555555555,4.595,0.4771212547196624
1.031282215,0.0,0,2.844137323,2.793,0.5768018958289126,0.919225969,1.870841269,6.201756948,32.00176725,38.57399075,36.017489,1.941,12.77,10.32,17.61,19.5,24.53,38.29,43.6,48.66,3.411,211.1079457,219.1547446,225.9432811,213.2,227.6,231.5,4.265872314,3.511,7.0,6.819994453,6.466,-0.274588225,51.17601397,53.29,36.15103965,38.26,6.535954058,9.4,8.172455241,8.394,7.0,99.82522958,165.9,15.62036924,16.15,0.450485807,18.56042657,2.421580654,16.43615433,14.36,6.093995569,5.776,3.567591642,3.308,40.77645731,38.31,98.05647568,13.8155175,9.540917962,5.930305426,3.960570087,4.238,0,0.581245459,0.0,0.0,15.88888888888889,5.253,0.4771212547196624
0.760230875,0.0,0,5.077006666,2.559,0.541579243946581,0.468410266,3.821927524,8.209577892,33.38253731,37.89592062,33.59338775,1.89,14.77,9.78,16.51,18.98,21.96,35.53,41.55,52.01,5.366,205.4815334,221.0299636,226.0081181,213.0,228.0,233.7,3.982376718,4.569,7.0,6.57810524,5.932,1.439755011,78.15109043,87.52,57.84297298,66.28,11.19175917,15.4,9.411661868,9.832,6.0,113.1521704,178.0,15.95643673,17.08,0.848486934,21.27400715,3.092422827,18.51264521,16.98,6.396327011,6.269,3.847427047,3.552,47.81986554,46.36,98.89152183,14.50340962,10.59306633,4.400416796,4.155179216,4.761,0,-0.051763538,0.0,0.0,1.666666666666759,0.662,0.0
0.803812571,3.0,1,4.679410221,3.867,0.5875987297212449,1.268352863,4.240854452,12.46573637,29.28252267,29.92821506,34.50063464,1.97,10.21,9.36,19.7,21.45,23.12,34.74,40.02,48.78,3.311,203.8836027,216.1005037,224.3995432,206.8,221.5,232.4,2.138710565,3.041,3.0,5.960166613,6.139,0.136989675,65.58326568,75.72,48.98919781,54.74,8.997532066,15.5,7.790751978,9.057,7.0,113.9174306,189.6,14.55528659,14.77,1.165784306,18.84682212,3.185234681,18.40606397,16.2,6.473118261,6.138,3.79927614,3.409,47.8999635,44.3,98.66418535,14.25316576,10.02742172,5.12017013,4.631864456,4.222,0,2.217662948,0.0,0.0,1.859666666666667e-13,1.043,0.3010299956639812
,2.0,1,4.01465511,4.507,0.5572665288699041,1.109987687,3.432751758,8.425795514,26.68372194,29.6823342,32.28719374,1.858,15.51,11.67,20.61,19.29,25.31,39.3,40.79,48.68,5.12,209.6581083,219.0582886,226.9526757,213.1,224.6,230.8,3.088467472,4.455,4.0,6.661758729,7.684,2.936997165,58.38068447,63.4,40.60547455,46.01,8.705946902,10.37,9.140765885,10.353,6.0,132.6656463,176.6,16.44323496,17.19,0.767620242,19.60147982,3.617549596,18.46250026,16.6,6.761201772,6.532,3.655038268,3.362,44.59562462,43.36,91.98775909,12.89536456,8.718727675,5.397955549,4.810295808,4.832,0,1.123252719,0.0,0.0,12.333333333333332,4.849,0.3010299956639812
0.722096288,4.0,0,5.475264116,5.756,0.5969268143429706,1.022995227,2.918795173,7.766387444,27.2535731,29.80366936,31.69570808,1.229,12.05,8.85,18.0,22.55,26.86,40.23,43.49,54.59,4.025,206.0724718,219.0577806,227.6051699,211.6,223.8,230.9,2.099243866,3.133,4.0,6.707994315,5.65,1.311520283,65.39961609,76.59,41.94328664,51.0,15.43269779,20.0,8.497580967,9.811,7.0,125.3725031,184.1,14.70213918,15.43,0.823543331,19.13732218,3.029115609,18.41961292,16.5,6.662440033,6.372,3.714224148,3.386,46.42744494,44.92,98.39397652,13.54465722,10.00703894,3.824013397,4.138558279,4.008,0,1.233676378,0.0,0.0,3.333333333333326,2.163,0.4771212547196624
0.935854876,0.0,1,4.365551237,4.876,0.5389505620143614,1.048747354,2.684264462,7.465841072,28.60553143,33.66193256,37.89683176,1.679,16.15,11.06,19.49,20.42,25.03,39.16,44.72,51.57,3.748,208.7303826,218.124067,226.3523925,209.8,224.0,229.3,2.554827163,3.061,4.0,6.342225067,6.002,0.925068427,70.88835611,79.27,47.11423784,54.87,13.28081935,17.1,10.80089198,11.292,7.0,137.0799681,188.1,16.65021534,17.11,0.378527066,19.5223592,3.209452341,18.9707018,17.06,6.559560514,6.225,3.833647237,3.572,48.87415244,46.68,101.5011166,14.10309871,10.06748592,4.645595976,4.492169849,5.715,0,1.654893149,0.0,0.0,25.11111111111111,8.336,0.8450980400142568
0.952445917,4.0,0,4.37916277,3.104,0.6450290647211425,-0.062275658,1.196029818,4.116000354,22.75045204,34.66113453,37.44579481,1.621,12.06,8.53,19.05,20.74,26.21,41.31,48.06,56.21,2.801,211.0178597,220.9003237,226.0475224,212.9,223.9,230.8,4.005941796,4.726,6.0,6.761465819,6.666,0.024822368,59.94019974,65.3,43.62249329,46.94,6.592439284,10.9,9.609064441,10.576,8.0,124.6398987,161.0,16.84675781,16.68,0.401903559,18.98480479,3.13703695,17.24640709,15.81,6.274844277,6.067,3.630099347,3.4,42.75806061,42.65,92.73787859,13.04048513,8.863054111,6.578140797,5.435220082,6.139,0,1.110843031,0.0,0.0,15.0,4.616,0.4771212547196624
0.858720327,0.0,0,4.855246612,2.891,0.6722826247889205,0.855111443,3.142610207,9.664378268,29.02269096,43.32922986,43.57023348,1.905,14.97,11.15,22.03,22.66,25.62,40.21,47.84,53.98,4.102,211.9410624,222.5341629,227.4670618,214.6,228.0,233.6,6.72414682,5.568,7.0,6.295489939,5.405,3.213925832,67.62888334,74.69,49.93771503,56.33,9.185022417,13.3,8.431028084,8.189,4.0,112.9868967,151.4,15.310656,16.02,0.359135964,18.8878867,3.218226658,17.10268169,15.58,6.228060004,6.037,3.668464269,3.37,41.49926079,41.97,96.11694327,14.11300548,11.16844005,3.659112214,4.082731096,3.284,0,0.889883531,0.0,0.0,1.8730000000000002e-13,1.373,0.3010299956639812
,3.0,0,5.316316189,3.149,0.6425634371043878,0.550695853,2.390099479,5.424257563,26.06324299,26.33350119,28.9641381,1.993,10.85,8.69,15.35,20.35,23.24,35.61,39.17,49.86,2.285,205.2849773,218.0696621,226.8832082,211.7,222.5,234.2,2.167696185,3.072,3.0,6.354797168,6.031,2.497774264,53.77430769,60.63,42.66237298,46.2,3.432571392,6.2,7.398459321,8.392,5.0,145.0293724,170.2,16.98151768,16.29,1.601223559,18.15300902,2.658109801,17.61780261,15.75,6.566725884,6.044,3.623994118,3.329,43.71913106,43.37,137.4405649,15.31897969,9.87406186,2.22050537,2.857470994,2.0,1,0.911934462,0.0,0.0,1.9064444444444445e-13,4.326,0.6020599913279624
1.313265758,0.0,0,2.843051742,5.315,0.6687585417509576,1.241280781,4.699721457,9.603287277,26.65159367,38.18708242,39.40563306,3.72,26.21,19.22,27.59,23.35,26.68,41.9,49.57,58.55,4.84,215.817545,222.6129667,227.3381798,214.3,228.1,232.6,4.751659212,3.092,7.0,6.088986048,6.395,1.581477945,76.96653034,79.28,56.25223576,57.42,11.62729993,15.9,9.199315558,9.859,6.0,123.4492048,182.3,17.1347753,16.26,0.112284477,19.99054781,3.871649975,20.30973378,15.87,6.864080437,6.06,3.944235188,3.403,52.87646096,42.0,88.58193314,13.04101254,9.565959757,3.458185291,1.886597727,3.161,0,3.668316296,0.0,0.0,18.88888888888889,5.221,0.6020599913279624
1.334873122,4.0,0,7.437603932,4.28,0.8261396179359147,1.331072399,2.918170026,6.321409332,22.21344638,30.21857768,35.1595285,1.37,9.83,7.48,12.4,14.18,19.15,34.05,41.89,52.14,3.724,212.7951734,222.5937605,227.5778521,218.9,229.5,237.2,3.822856548,6.054,4.0,5.770913875,4.83,1.717982909,69.44475124,63.94,51.12128274,46.79,8.878285398,9.48,9.344968707,10.131,8.0,112.3122071,179.5,14.94545863,17.59,0.684287759,20.23443731,2.621585617,18.26709222,16.61,6.880947763,6.508,3.534943295,3.314,41.51264456,42.92,95.61672997,14.926689,10.23321024,2.233436301,1.522273574,4.34,0,6.544211827,0.5,0.0,1.8695555555555563e-13,1.956,0.4771212547196624
1.1122371,5.0,0,6.718732685,6.055,0.5974757898703775,1.150866049,3.185100255,8.419248843,35.77818597,49.28515214,48.3257881,2.45,11.34,9.14,23.83,24.71,33.51,51.57,56.39,67.21,5.122,213.9720573,221.6116731,228.806401,215.6,227.9,233.9,3.763027043,5.162,4.0,7.639972613,6.031,3.34387689,75.64758231,83.33,54.99115795,58.04,12.0237033,20.6,8.616909881,9.911,5.0,166.2877813,200.3,18.7061679,17.74,0.137218726,18.02832149,3.127414995,22.04132625,18.62,7.41487407,6.718,3.896198223,3.568,52.71611157,47.47,99.461017,12.70420652,9.164968418,3.045615215,2.792218827,4.325,0,0.168342871,0.0,0.0,13.77777777777778,4.988,0.4771212547196624
1.355050587,0.0,0,5.914421065,6.321,0.5907304057926903,1.013785916,3.664053829,9.632111853,30.96213905,46.36218881,51.28435293,3.129,17.31,13.35,27.01,25.95,28.3,45.95,50.95,61.89,4.114,210.9408141,222.2551432,225.9313839,214.3,227.2,231.1,4.556021161,5.614,8.0,7.304456933,6.634,1.385935403,79.38133027,84.02,57.40701247,59.08,10.08924505,21.22,12.01627145,9.487,5.0,159.7894998,217.6,15.74809427,14.96,1.035106882,20.2134625,3.338628699,19.56103517,17.04,6.794961213,6.347,3.778530214,3.443,50.3629859,47.2,99.95311295,13.29455489,10.59236663,3.203582771,2.185317994,4.651,1,0.254474756,0.0,0.0,21.444444444444443,8.311,0.4771212547196624
1.132347983,3.0,0,4.239967233,5.822,0.6254153521544081,1.22709125,3.061499962,12.5894653,37.66787192,49.61779219,52.4920281,1.857,10.92,9.26,21.07,24.7,27.92,46.97,49.79,58.0,6.004,213.2590834,222.4913578,227.5369779,219.1,228.0,233.9,5.255587969,5.994,7.0,7.654358157,6.954,0.983303982,67.76100587,71.35,48.52782893,49.46,9.686159278,14.3,9.668158368,10.271,5.0,128.6770411,181.3,17.40388508,17.77,0.334586725,19.27893376,3.423423203,19.09985547,17.18,6.714298191,6.259,3.768529982,3.501,46.10045991,45.45,96.89158577,13.0753148,9.171655407,4.870395777,2.820539124,2.606,0,0.060210817,0.0,0.0,23.88888888888889,4.103,0.4771212547196624
0.870604257,1.0,0,3.300815173,5.315,0.611617110554336,0.791870628,3.376357244,10.32133219,33.1121871,44.62743922,43.62444004,2.233,12.52,11.83,26.08,25.54,29.11,40.84,41.53,53.69,4.987,213.4189089,222.9757837,229.0829255,221.1,228.1,233.8,4.139466045,3.595,5.0,7.923181,6.456,-0.166629731,71.3204812,81.58,52.1361621,57.95,10.83575523,18.2,8.820849979,9.487,4.0,142.1700781,204.3,18.91325527,18.03,0.473425628,20.36086766,3.853875585,20.39333983,17.8,7.102410612,6.617,3.854048582,3.548,49.4007091,49.83,94.89692958,12.54822775,8.996632835,4.67211351,3.761442213,3.269,0,0.019725469,0.0,0.0,2.4444444444444446,0.534,0.6020599913279624
0.953587065,2.0,0,3.110555907,3.834,0.6438473102997142,1.147337823,3.674083578,8.68539217,25.37111257,30.25750309,33.25202474,1.816,13.76,10.63,16.91,21.07,24.72,38.28,41.66,50.36,2.958,209.5898632,220.2807089,225.9712146,213.9,224.8,231.0,2.266143447,4.075,5.0,7.264182098,6.705,-0.117132776,63.84759313,66.4,45.52255268,48.99,8.969126025,11.2,9.071360615,9.499,7.0,134.8617316,192.3,18.44095022,17.81,0.707797727,23.00999037,3.172704754,16.61078622,14.82,5.915631253,5.689,3.742520254,3.435,40.95818847,39.75,97.80364126,13.07435618,9.602820068,3.62010198,3.253315274,4.145,0,0.71198554,0.0,0.0,21.444444444444443,8.225,0.4771212547196624
1.083929264,0.0,0,3.250166739,3.579,0.5986810989071634,1.17549757,4.223646782,12.26877288,36.34731726,45.1782453,40.82015063,2.495,15.09,12.65,26.12,25.13,27.32,38.72,42.4,53.42,3.393,214.7928565,222.709165,227.5993799,214.2,228.0,232.3,4.08010373,4.571,5.0,6.902298667,7.791,0.93770389,71.65686776,76.08,52.40945695,57.01,10.31670629,11.4,9.308676568,10.668,5.0,133.5473493,183.7,15.25048706,15.93,1.032970509,22.14400222,3.570478761,20.71661819,18.62,7.118368768,6.742,3.850874061,3.544,50.90209408,49.74,93.36729426,12.01200441,8.348691871,5.250668697,2.036631886,3.895,0,3.428568123,0.0,0.0,21.33333333333333,6.665,0.4771212547196624
,2.0,0,3.786229264,4.36,0.539577883345309,1.083183942,3.008288025,6.3749803,23.58511558,38.6557572,36.16400452,0.819,11.71,9.34,17.18,18.62,22.52,37.34,42.13,55.73,4.96,208.7217796,220.5796529,226.0796538,214.0,226.5,231.2,3.35151914,4.194,5.0,5.66273521,5.502,-0.420380192,55.58645763,56.59,42.80580215,43.2,4.366460986,6.6,7.912282015,9.089,5.0,129.6735177,195.1,17.2836179,17.15,0.382766384,20.98408417,3.126152644,16.87524827,15.7,6.302788547,5.918,3.577813699,3.452,42.02560097,43.65,91.86184141,13.37447139,9.208966342,6.523187972,4.436363439,6.274,0,0.703371769,0.0,1.0,1.8888888888888804,3.83,0.4771212547196624
,4.0,0,5.188381643,5.446,0.7393349601960794,0.680786377,3.054646202,4.7111696,23.42861344,34.90139065,42.26186004,2.033,9.76,7.07,19.21,19.92,22.85,36.45,46.58,55.59,4.42,211.9401185,222.6591205,227.5338551,214.0,228.0,233.8,4.125178295,3.994,5.0,7.17566716,7.2,1.600068792,70.31422985,74.02,49.81716573,53.53,11.80907022,14.1,8.742024965,9.711,3.0,119.0639622,193.2,14.50604649,16.17,0.596410526,20.36212242,3.303824831,17.76791949,15.09,6.248209964,5.782,3.833761249,3.442,45.83105716,42.01,95.30935675,12.76467567,9.100918692,6.002315435,5.423807572,5.436,0,0.377075552,0.0,0.0,1.3333333333334207,1.005,0.3010299956639812
1.310861052,2.0,0,4.37528812,5.395,0.6045500325712613,0.467823547,2.089107781,6.770760106,26.02181041,34.67408424,38.52422899,1.953,9.65,8.94,17.0,18.41,24.92,35.92,41.51,49.7,4.885,212.6781993,222.5724655,225.9634892,215.0,226.9,232.5,2.985796671,2.11,4.0,6.433227224,5.3,0.449405741,79.38729574,83.55,57.49353952,61.36,9.109232572,16.99,12.27200947,9.179,5.0,141.9060179,206.7,15.20844325,13.78,0.787643807,20.09109118,3.429570234,18.32696132,15.68,6.519978342,6.112,3.782009024,3.387,49.37093735,46.24,94.69765764,13.62989237,11.11679702,4.208682645,4.056184128,3.779,1,2.028312445,0.0,0.0,18.22222222222222,7.724,0.6020599913279624
0.933651374,0.0,0,2.710415015,3.184,0.5223137951566674,0.782151439,2.423162836,6.836228497,28.83478963,37.44469373,38.38220044,0.945,8.98,5.16,14.25,16.54,20.51,33.32,39.72,45.99,6.165,213.3771683,221.907886,227.5702051,213.1,226.5,232.4,3.617621296,3.799,4.0,7.223877181,6.538,-0.014778178,58.15183725,61.97,41.98956134,45.4,8.746274634,9.65,7.459326791,9.482,6.0,116.8326557,169.2,14.82964436,14.96,0.262681352,21.87159857,3.329547967,16.47233197,15.7,6.29367736,6.172,3.495891546,3.438,35.97619424,42.55,94.97367165,12.77106841,9.297172617,6.090121087,5.711023649,3.676,0,3.427622184,0.0,0.0,13.333333333333334,5.804,0.6989700043360189
